depth_md_m,quality_proxy,quality_proxy_pct,simulated_effective_efficiency,simulated_minus_cbl_proxy
7340,0.959,95.9,0.9557239754010947,-0.0032760245989053027
7350,0.952,95.2,0.9548111719821964,0.002811171982196492
7360,0.937,93.7,0.9533016570602557,0.01630165706025566
7370,0.941,94.1,0.9515041623809347,0.010504162380934767
7380,0.952,95.2,0.9496974211956232,-0.002302578804376787
7390,0.93,93.0,0.9481407086472754,0.01814070864727535
7400,0.944,94.4,0.9465126403942369,0.0025126403942369313
7410,0.941,94.1,0.9383344021387302,-0.0026655978612697417
7420,0.952,95.2,0.9367789128828176,-0.015221087117182397
7430,0.937,93.7,0.936492333028915,-0.0005076669710850634
7440,0.944,94.4,0.93639261587563,-0.007607384124369898
7450,0.941,94.1,0.9363116343250264,-0.004688365674973549
7460,0.948,94.8,0.9362311137326311,-0.011768886267368828
7470,0.948,94.8,0.9361481723593342,-0.011851827640665724
7480,0.948,94.8,0.9360575384379356,-0.011942461562064355
7490,0.956,95.6,0.9359514953013083,-0.020048504698691683
7500,0.937,93.7,0.9358335797350363,-0.001166420264963719
7510,0.952,95.2,0.9357093810906449,-0.016290618909355015
7520,0.959,95.9,0.9355913786051173,-0.023408621394882645
7530,0.933,93.3,0.9354798405282266,0.0024798405282265845
7540,0.956,95.6,0.9353801403148428,-0.020619859685157116
7550,0.959,95.9,0.9352963008457086,-0.02370369915429138
7560,0.944,94.4,0.9352294609977428,-0.008770539002257105
7570,0.944,94.4,0.9351783408727513,-0.008821659127248638
7580,0.948,94.8,0.9351409737645336,-0.012859026235466309
7590,0.944,94.4,0.9351158555996846,-0.008884144400315375
7600,0.919,91.9,0.9351021859483681,0.016102185948368097
7610,0.919,91.9,0.9351022452663507,0.016102245266350623
7620,0.944,94.4,0.9351192847414523,-0.008880715258547611
7630,0.941,94.1,0.9351533055743853,-0.005846694425614696
7640,0.933,93.3,0.9352019499019555,0.0022019499019554356
7650,0.948,94.8,0.935256133965499,-0.01274386603450095
7660,0.922,92.2,0.9353088769829075,0.013308876982907503
7670,0.933,93.3,0.93539187258171,0.0023918725817099196
7680,0.911,91.1,0.9356438315249797,0.02464383152497962
7690,0.915,91.5,0.9364015861394619,0.02140158613946186
7700,0.937,93.7,0.9385494955791645,0.001549495579164395
7710,0.948,94.8,0.9459696378395611,-0.0020303621604388367
7720,0.941,94.1,0.9728693586862306,0.03186935868623064
7730,0.959,95.9,0.9972633594011303,0.03826335940113035
7740,0.959,95.9,0.9993283793893376,0.04032837938933764
7750,0.944,94.4,0.999745337876037,0.05574533787603708
