排量_m3min,屈服应力_Pa,黏度_mPas,全井有效顶替效率,耗时_s
1.4,11.0,90.0,0.916476,7.3
1.4,11.0,110.0,0.929594,7.3
1.4,11.0,130.0,0.936322,7.2
1.4,11.0,150.0,0.940392,7.5
1.4,11.0,170.0,0.943115,7.3
1.4,11.0,190.0,0.945058,7.2
1.4,11.0,210.0,0.946508,7.5
1.4,11.0,230.0,0.947628,8.2
1.4,11.0,250.0,0.948517,9.0
1.4,11.0,270.0,0.949238,8.1
1.4,11.0,290.0,0.949835,7.4
1.4,11.0,310.0,0.950337,7.3
1.4,11.0,330.0,0.950763,7.6
1.4,11.0,350.0,0.95113,7.5
1.4,13.0,50.0,0.885391,8.7
1.4,13.0,70.0,0.915812,8.0
1.4,13.0,90.0,0.92909,8.2
1.4,13.0,110.0,0.936024,7.9
1.4,13.0,130.0,0.940223,7.8
1.4,13.0,150.0,0.943029,7.9
1.4,13.0,170.0,0.945023,8.3
1.4,13.0,190.0,0.946505,7.9
1.4,13.0,210.0,0.947644,7.8
1.4,13.0,230.0,0.948545,8.1
1.4,13.0,250.0,0.949275,8.0
1.4,13.0,270.0,0.949876,8.0
1.4,13.0,290.0,0.95038,8.1
1.4,13.0,310.0,0.950809,8.0
1.4,13.0,330.0,0.951177,8.3
1.4,13.0,350.0,0.951496,8.0
1.4,15.0,50.0,0.914714,8.1
1.4,15.0,70.0,0.928077,7.4
1.4,15.0,90.0,0.935284,7.3
1.4,15.0,110.0,0.939801,7.5
1.4,15.0,130.0,0.942797,7.3
1.4,15.0,150.0,0.944896,7.4
1.4,15.0,170.0,0.946441,7.3
1.4,15.0,190.0,0.94762,7.6
1.4,15.0,210.0,0.948545,7.6
1.4,15.0,230.0,0.94929,8.0
1.4,15.0,250.0,0.949902,7.9
1.4,15.0,270.0,0.950412,8.0
1.4,15.0,290.0,0.950845,8.2
1.4,15.0,310.0,0.951216,8.2
1.4,15.0,330.0,0.951537,7.9
1.4,15.0,350.0,0.951818,8.2
1.4,17.0,50.0,0.926817,8.0
1.4,17.0,70.0,0.934295,8.0
1.4,17.0,90.0,0.939093,8.0
1.4,17.0,110.0,0.942355,7.9
1.4,17.0,130.0,0.944645,8.3
1.4,17.0,150.0,0.946295,8.0
1.4,17.0,170.0,0.947538,7.7
1.4,17.0,190.0,0.948505,7.8
1.4,17.0,210.0,0.949277,7.8
1.4,17.0,230.0,0.949907,8.1
1.4,17.0,250.0,0.95043,8.5
1.4,17.0,270.0,0.95087,8.4
1.4,17.0,290.0,0.951246,8.8
1.4,17.0,310.0,0.951571,8.8
1.4,17.0,330.0,0.951854,8.9
1.4,17.0,350.0,0.952103,8.9
1.4,19.0,50.0,0.933234,8.8
1.4,19.0,70.0,0.9383,9.0
1.4,19.0,90.0,0.941771,8.0
1.4,19.0,110.0,0.94424,8.2
1.4,19.0,130.0,0.946043,8.2
1.4,19.0,150.0,0.947386,8.4
1.4,19.0,170.0,0.948415,8.0
1.4,19.0,190.0,0.949227,8.0
1.4,19.0,210.0,0.949884,7.9
1.4,19.0,230.0,0.950426,7.8
1.4,19.0,250.0,0.950879,8.0
1.4,19.0,270.0,0.951265,8.0
1.4,19.0,290.0,0.951595,8.2
1.4,19.0,310.0,0.951883,8.0
1.4,19.0,330.0,0.952135,7.9
1.4,19.0,350.0,0.952357,8.4
1.4,21.0,50.0,0.937589,8.3
1.4,21.0,70.0,0.941187,10.7
1.4,21.0,90.0,0.943773,9.6
1.4,21.0,110.0,0.945691,9.2
1.4,21.0,130.0,0.947146,9.1
1.4,21.0,150.0,0.948265,8.8
1.4,21.0,170.0,0.949132,8.3
1.4,21.0,190.0,0.949828,8.3
1.4,21.0,210.0,0.950396,8.3
1.4,21.0,230.0,0.950868,8.1
1.4,21.0,250.0,0.951267,8.3
1.4,21.0,270.0,0.951607,10.1
1.4,21.0,290.0,0.951902,8.3
1.4,21.0,310.0,0.952159,8.1
1.4,21.0,330.0,0.952385,8.3
1.4,21.0,350.0,0.952585,8.4
1.4,23.0,50.0,0.940777,8.2
1.4,23.0,70.0,0.943391,8.2
1.4,23.0,90.0,0.945323,8.3
1.4,23.0,110.0,0.946849,8.3
1.4,23.0,130.0,0.948044,8.0
1.4,23.0,150.0,0.948983,8.2
1.4,23.0,170.0,0.949734,7.8
1.4,23.0,190.0,0.950335,7.6
1.4,23.0,210.0,0.950833,7.4
1.4,23.0,230.0,0.951249,7.4
1.4,23.0,250.0,0.951603,7.4
1.4,23.0,270.0,0.951908,7.6
1.4,23.0,290.0,0.952172,7.5
1.4,23.0,310.0,0.952404,7.5
1.4,23.0,330.0,0.952608,7.5
1.4,23.0,350.0,0.95279,7.8
1.4,25.0,50.0,0.943164,8.6
1.4,25.0,70.0,0.945103,8.4
1.4,25.0,90.0,0.946557,8.4
1.4,25.0,110.0,0.947791,8.2
1.4,25.0,130.0,0.948786,7.9
1.4,25.0,150.0,0.949593,7.4
1.4,25.0,170.0,0.95024,7.6
1.4,25.0,190.0,0.950771,7.5
1.4,25.0,210.0,0.951211,7.7
1.4,25.0,230.0,0.951582,7.6
1.4,25.0,250.0,0.951899,7.4
1.4,25.0,270.0,0.952173,7.4
1.4,25.0,290.0,0.952412,7.8
1.4,25.0,310.0,0.952622,7.5
1.4,25.0,330.0,0.952809,7.6
1.4,25.0,350.0,0.952975,7.4
1.5,5.0,50.0,0.65097,7.7
1.5,5.0,70.0,0.733658,7.5
1.5,5.0,90.0,0.79818,7.5
1.5,5.0,110.0,0.847923,7.5
1.5,5.0,130.0,0.887246,7.6
1.5,5.0,150.0,0.913685,7.7
1.5,5.0,170.0,0.928045,7.6
1.5,5.0,190.0,0.935599,7.5
1.5,5.0,210.0,0.939981,7.5
1.5,5.0,230.0,0.942819,8.0
1.5,5.0,250.0,0.944806,7.4
1.5,5.0,270.0,0.946277,7.6
1.5,5.0,290.0,0.947411,7.5
1.5,5.0,310.0,0.94831,7.6
1.5,5.0,330.0,0.949039,7.8
1.5,5.0,350.0,0.949643,7.6
1.5,7.0,50.0,0.709654,7.5
1.5,7.0,70.0,0.787005,7.8
1.5,7.0,90.0,0.845021,7.7
1.5,7.0,110.0,0.889145,7.5
1.5,7.0,130.0,0.91528,7.5
1.5,7.0,150.0,0.928946,7.5
1.5,7.0,170.0,0.936054,7.9
1.5,7.0,190.0,0.940238,7.6
1.5,7.0,210.0,0.942989,7.5
1.5,7.0,230.0,0.944936,7.6
1.5,7.0,250.0,0.946386,7.8
1.5,7.0,270.0,0.947506,7.6
1.5,7.0,290.0,0.948395,7.5
1.5,7.0,310.0,0.949118,7.6
1.5,7.0,330.0,0.949716,7.8
1.5,7.0,350.0,0.95022,8.3
1.5,9.0,50.0,0.772237,7.7
1.5,9.0,70.0,0.840952,7.6
1.5,9.0,90.0,0.889177,7.7
1.5,9.0,110.0,0.916206,8.1
1.5,9.0,130.0,0.929463,7.7
1.5,9.0,150.0,0.936294,7.7
1.5,9.0,170.0,0.940375,7.8
1.5,9.0,190.0,0.943089,7.8
1.5,9.0,210.0,0.945021,7.6
1.5,9.0,230.0,0.946463,7.7
1.5,9.0,250.0,0.947578,7.6
1.5,9.0,270.0,0.948464,7.9
1.5,9.0,290.0,0.949184,7.7
1.5,9.0,310.0,0.94978,7.7
1.5,9.0,330.0,0.950282,7.6
1.5,9.0,350.0,0.950709,7.6
1.5,11.0,50.0,0.833991,7.9
1.5,11.0,70.0,0.887511,7.7
1.5,11.0,90.0,0.916378,7.7
1.5,11.0,110.0,0.929562,7.9
1.5,11.0,130.0,0.936308,7.9
1.5,11.0,150.0,0.940382,8.0
1.5,11.0,170.0,0.943108,7.7
1.5,11.0,190.0,0.945052,7.7
1.5,11.0,210.0,0.946503,7.8
1.5,11.0,230.0,0.947624,7.8
1.5,11.0,250.0,0.948514,7.7
1.5,11.0,270.0,0.949237,7.7
1.5,11.0,290.0,0.949834,7.9
1.5,11.0,310.0,0.950336,8.1
1.5,11.0,330.0,0.950762,7.3
1.5,11.0,350.0,0.951129,7.1
1.5,13.0,50.0,0.885183,7.2
1.5,13.0,70.0,0.91573,7.5
1.5,13.0,90.0,0.929065,7.2
1.5,13.0,110.0,0.936011,7.2
1.5,13.0,130.0,0.940213,7.2
1.5,13.0,150.0,0.943022,7.5
1.5,13.0,170.0,0.945018,7.6
1.5,13.0,190.0,0.946501,7.2
1.5,13.0,210.0,0.947641,7.3
1.5,13.0,230.0,0.948543,7.2
1.5,13.0,250.0,0.949273,7.3
1.5,13.0,270.0,0.949875,7.1
1.5,13.0,290.0,0.950379,7.2
1.5,13.0,310.0,0.950808,7.2
1.5,13.0,330.0,0.951176,7.5
1.5,13.0,350.0,0.951495,7.3
1.5,15.0,50.0,0.914648,7.2
1.5,15.0,70.0,0.928056,7.1
1.5,15.0,90.0,0.935272,7.1
1.5,15.0,110.0,0.939792,7.4
1.5,15.0,130.0,0.942791,7.1
1.5,15.0,150.0,0.944891,7.2
1.5,15.0,170.0,0.946438,7.2
1.5,15.0,190.0,0.947617,7.5
1.5,15.0,210.0,0.948543,7.2
1.5,15.0,230.0,0.949289,7.1
1.5,15.0,250.0,0.949901,7.2
1.5,15.0,270.0,0.950411,7.1
1.5,15.0,290.0,0.950844,7.3
1.5,15.0,310.0,0.951215,7.2
1.5,15.0,330.0,0.951536,7.3
1.5,15.0,350.0,0.951817,7.1
1.5,17.0,50.0,0.926802,7.4
1.5,17.0,70.0,0.934284,7.2
1.5,17.0,90.0,0.939085,7.2
1.5,17.0,110.0,0.942349,7.2
1.5,17.0,130.0,0.944641,7.1
1.5,17.0,150.0,0.946292,7.3
1.5,17.0,170.0,0.947536,7.3
1.5,17.0,190.0,0.948503,7.2
1.5,17.0,210.0,0.949276,7.1
1.5,17.0,230.0,0.949906,7.3
1.5,17.0,250.0,0.950428,7.4
1.5,17.0,270.0,0.950869,7.2
1.5,17.0,290.0,0.951245,7.2
1.5,17.0,310.0,0.95157,7.2
1.5,17.0,330.0,0.951853,7.2
1.5,17.0,350.0,0.952102,7.5
1.5,19.0,50.0,0.933224,7.2
1.5,19.0,70.0,0.938293,7.2
1.5,19.0,90.0,0.941765,7.3
1.5,19.0,110.0,0.944236,7.3
1.5,19.0,130.0,0.946041,7.1
1.5,19.0,150.0,0.947384,7.2
1.5,19.0,170.0,0.948413,7.1
1.5,19.0,190.0,0.949226,7.2
1.5,19.0,210.0,0.949883,7.4
1.5,19.0,230.0,0.950425,7.2
1.5,19.0,250.0,0.950879,7.2
1.5,19.0,270.0,0.951264,7.2
1.5,19.0,290.0,0.951595,7.3
1.5,19.0,310.0,0.951882,7.1
1.5,19.0,330.0,0.952134,7.1
1.5,19.0,350.0,0.952357,7.1
1.5,21.0,50.0,0.937581,7.2
1.5,21.0,70.0,0.941182,7.5
1.5,21.0,90.0,0.94377,7.2
1.5,21.0,110.0,0.945689,7.1
1.5,21.0,130.0,0.947144,7.1
1.5,21.0,150.0,0.948264,7.4
1.5,21.0,170.0,0.94913,7.2
1.5,21.0,190.0,0.949826,7.1
1.5,21.0,210.0,0.950395,7.2
1.5,21.0,230.0,0.950867,7.1
1.5,21.0,250.0,0.951266,7.4
1.5,21.0,270.0,0.951607,7.1
1.5,21.0,290.0,0.951901,7.1
1.5,21.0,310.0,0.952158,7.5
1.5,21.0,330.0,0.952384,7.4
1.5,21.0,350.0,0.952585,7.1
1.5,23.0,50.0,0.940771,7.2
1.5,23.0,70.0,0.943387,7.2
1.5,23.0,90.0,0.94532,7.1
1.5,23.0,110.0,0.946848,7.3
1.5,23.0,130.0,0.948042,7.2
1.5,23.0,150.0,0.948982,7.2
1.5,23.0,170.0,0.949732,7.2
1.5,23.0,190.0,0.950334,7.4
1.5,23.0,210.0,0.950832,7.2
1.5,23.0,230.0,0.951249,7.1
1.5,23.0,250.0,0.951603,7.2
1.5,23.0,270.0,0.951907,7.2
1.5,23.0,290.0,0.952172,7.3
1.5,23.0,310.0,0.952403,7.3
1.5,23.0,330.0,0.952608,7.2
1.5,23.0,350.0,0.95279,7.1
1.5,25.0,50.0,0.94316,7.4
1.5,25.0,70.0,0.9451,7.1
1.5,25.0,90.0,0.946555,7.3
1.5,25.0,110.0,0.94779,7.3
1.5,25.0,130.0,0.948785,7.1
1.5,25.0,150.0,0.949592,7.3
1.5,25.0,170.0,0.950239,7.1
1.5,25.0,190.0,0.950771,7.7
1.5,25.0,210.0,0.95121,7.5
1.5,25.0,230.0,0.951581,7.5
1.5,25.0,250.0,0.951898,7.0
1.5,25.0,270.0,0.952172,7.1
1.5,25.0,290.0,0.952412,7.0
1.5,25.0,310.0,0.952622,7.1
1.5,25.0,330.0,0.952808,7.2
1.5,25.0,350.0,0.952975,7.1
1.6,5.0,50.0,0.650658,7.1
1.6,5.0,70.0,0.733274,7.0
1.6,5.0,90.0,0.79775,7.2
1.6,5.0,110.0,0.847452,7.2
1.6,5.0,130.0,0.886753,7.1
1.6,5.0,150.0,0.913267,7.1
1.6,5.0,170.0,0.927716,7.0
1.6,5.0,190.0,0.935318,7.0
1.6,5.0,210.0,0.939721,7.3
1.6,5.0,230.0,0.942568,7.0
1.6,5.0,250.0,0.94456,7.1
1.6,5.0,270.0,0.946034,7.2
1.6,5.0,290.0,0.94717,8.0
1.6,5.0,310.0,0.94807,7.0
1.6,5.0,330.0,0.948801,7.1
1.6,5.0,350.0,0.949406,7.1
1.6,7.0,50.0,0.709281,7.0
1.6,7.0,70.0,0.786578,7.2
1.6,7.0,90.0,0.844549,7.1
1.6,7.0,110.0,0.888666,7.1
1.6,7.0,130.0,0.914881,7.1
1.6,7.0,150.0,0.928635,7.2
1.6,7.0,170.0,0.935785,7.0
1.6,7.0,190.0,0.939984,7.0
1.6,7.0,210.0,0.942743,6.9
1.6,7.0,230.0,0.944694,7.1
1.6,7.0,250.0,0.946146,7.1
1.6,7.0,270.0,0.947267,7.1
1.6,7.0,290.0,0.948158,7.1
1.6,7.0,310.0,0.948882,7.1
1.6,7.0,330.0,0.949481,7.2
1.6,7.0,350.0,0.949985,7.2
1.6,9.0,50.0,0.771814,7.1
1.6,9.0,70.0,0.84048,7.2
1.6,9.0,90.0,0.888707,7.1
1.6,9.0,110.0,0.915829,7.2
1.6,9.0,130.0,0.929172,7.2
1.6,9.0,150.0,0.936035,7.2
1.6,9.0,170.0,0.940129,7.1
1.6,9.0,190.0,0.942847,7.2
1.6,9.0,210.0,0.944781,7.3
1.6,9.0,230.0,0.946225,7.1
1.6,9.0,250.0,0.947341,7.1
1.6,9.0,270.0,0.948229,7.2
1.6,9.0,290.0,0.94895,7.4
1.6,9.0,310.0,0.949547,7.3
1.6,9.0,330.0,0.950049,7.1
1.6,9.0,350.0,0.950477,7.1
1.6,11.0,50.0,0.833521,7.2
1.6,11.0,70.0,0.887049,7.5
1.6,11.0,90.0,0.916028,7.0
1.6,11.0,110.0,0.92929,7.2
1.6,11.0,130.0,0.93606,7.2
1.6,11.0,150.0,0.940142,7.1
1.6,11.0,170.0,0.942871,7.7
1.6,11.0,190.0,0.944816,7.7
1.6,11.0,210.0,0.946269,7.1
1.6,11.0,230.0,0.947391,7.1
1.6,11.0,250.0,0.948282,7.5
1.6,11.0,270.0,0.949005,7.1
1.6,11.0,290.0,0.949603,7.2
1.6,11.0,310.0,0.950104,7.2
1.6,11.0,330.0,0.950531,7.1
1.6,11.0,350.0,0.950899,7.4
1.6,13.0,50.0,0.884732,7.1
1.6,13.0,70.0,0.915414,7.2
1.6,13.0,90.0,0.928815,7.1
1.6,13.0,110.0,0.935774,7.3
1.6,13.0,130.0,0.93998,7.2
1.6,13.0,150.0,0.94279,7.1
1.6,13.0,170.0,0.944786,7.1
1.6,13.0,190.0,0.94627,7.1
1.6,13.0,210.0,0.947411,7.3
1.6,13.0,230.0,0.948313,7.0
1.6,13.0,250.0,0.949044,7.1
1.6,13.0,270.0,0.949646,7.0
1.6,13.0,290.0,0.95015,7.3
1.6,13.0,310.0,0.950578,7.1
1.6,13.0,330.0,0.950946,7.1
1.6,13.0,350.0,0.951266,7.1
1.6,15.0,50.0,0.914373,7.1
1.6,15.0,70.0,0.927829,7.4
1.6,15.0,90.0,0.935048,7.1
1.6,15.0,110.0,0.939567,7.1
1.6,15.0,130.0,0.942564,7.1
1.6,15.0,150.0,0.944664,7.7
1.6,15.0,170.0,0.94621,7.3
1.6,15.0,190.0,0.94739,7.1
1.6,15.0,210.0,0.948316,7.0
1.6,15.0,230.0,0.949061,7.0
1.6,15.0,250.0,0.949673,7.1
1.6,15.0,270.0,0.950184,7.2
1.6,15.0,290.0,0.950616,7.1
1.6,15.0,310.0,0.950987,7.1
1.6,15.0,330.0,0.951308,7.3
1.6,15.0,350.0,0.951589,7.4
1.6,17.0,50.0,0.926604,7.1
1.6,17.0,70.0,0.934076,7.0
1.6,17.0,90.0,0.938869,7.2
1.6,17.0,110.0,0.942129,7.3
1.6,17.0,130.0,0.944419,7.3
1.6,17.0,150.0,0.946069,7.1
1.6,17.0,170.0,0.947312,7.2
1.6,17.0,190.0,0.948279,7.1
1.6,17.0,210.0,0.949051,7.4
1.6,17.0,230.0,0.94968,7.1
1.6,17.0,250.0,0.950202,7.0
1.6,17.0,270.0,0.950643,7.1
1.6,17.0,290.0,0.951018,7.1
1.6,17.0,310.0,0.951343,7.3
1.6,17.0,330.0,0.951626,7.1
1.6,17.0,350.0,0.951875,7.2
1.6,19.0,50.0,0.933036,7.3
1.6,19.0,70.0,0.93809,7.4
1.6,19.0,90.0,0.941554,7.1
1.6,19.0,110.0,0.944021,7.0
1.6,19.0,130.0,0.945823,7.1
1.6,19.0,150.0,0.947164,7.1
1.6,19.0,170.0,0.948192,7.3
1.6,19.0,190.0,0.949003,7.2
1.6,19.0,210.0,0.94966,7.1
1.6,19.0,230.0,0.950201,7.1
1.6,19.0,250.0,0.950654,7.3
1.6,19.0,270.0,0.951038,7.1
1.6,19.0,290.0,0.951369,8.1
1.6,19.0,310.0,0.951656,7.4
1.6,19.0,330.0,0.951907,7.2
1.6,19.0,350.0,0.95213,7.4
1.6,21.0,50.0,0.937394,7.3
1.6,21.0,70.0,0.940982,7.3
1.6,21.0,90.0,0.943562,7.2
1.6,21.0,110.0,0.945477,7.5
1.6,21.0,130.0,0.946929,7.3
1.6,21.0,150.0,0.948046,7.2
1.6,21.0,170.0,0.948911,7.2
1.6,21.0,190.0,0.949605,7.3
1.6,21.0,210.0,0.950172,7.4
1.6,21.0,230.0,0.950644,7.3
1.6,21.0,250.0,0.951042,7.2
1.6,21.0,270.0,0.951382,7.2
1.6,21.0,290.0,0.951676,7.6
1.6,21.0,310.0,0.951932,7.2
1.6,21.0,330.0,0.952158,7.3
1.6,21.0,350.0,0.952358,7.2
1.6,23.0,50.0,0.940585,7.3
1.6,23.0,70.0,0.943189,7.4
1.6,23.0,90.0,0.945115,7.3
1.6,23.0,110.0,0.946637,7.3
1.6,23.0,130.0,0.947828,7.2
1.6,23.0,150.0,0.948766,7.5
1.6,23.0,170.0,0.949514,7.3
1.6,23.0,190.0,0.950114,7.3
1.6,23.0,210.0,0.95061,7.2
1.6,23.0,230.0,0.951026,7.3
1.6,23.0,250.0,0.951379,7.4
1.6,23.0,270.0,0.951683,7.4
1.6,23.0,290.0,0.951947,7.3
1.6,23.0,310.0,0.952178,7.2
1.6,23.0,330.0,0.952382,7.5
1.6,23.0,350.0,0.952564,7.2
1.6,25.0,50.0,0.942974,7.2
1.6,25.0,70.0,0.944903,7.4
1.6,25.0,90.0,0.946351,7.4
1.6,25.0,110.0,0.94758,7.5
1.6,25.0,130.0,0.948572,7.3
1.6,25.0,150.0,0.949376,7.3
1.6,25.0,170.0,0.950021,7.2
1.6,25.0,190.0,0.950551,7.6
1.6,25.0,210.0,0.950989,7.3
1.6,25.0,230.0,0.951359,7.3
1.6,25.0,250.0,0.951676,7.3
1.6,25.0,270.0,0.951949,7.3
1.6,25.0,290.0,0.952188,7.5
1.6,25.0,310.0,0.952397,7.4
1.6,25.0,330.0,0.952583,7.3
1.6,25.0,350.0,0.952749,7.4
